,model,obs,score
418,"Cox PH, Prentice weights",750,0.0399266523540918
419,"Cox PH, Self-Prentice weights",750,0.0397122089768735
420,"Cox PH Ridge, Barlow weights",750,0.0445348262278244
421,"Cox PH Lasso, Barlow weights",750,0.0445348262278244
422,"Cox PH Elastic Net, Barlow weights",750,0.0445348262278244
423,"Survival Tree, unweighted",750,0.0926871277178939
424,"Survival Tree, random oversampler",750,0.0837628149799043
425,"Survival Tree, SMOTENC",750,0.0919758997929011
426,"Random Survival Forest, unweighted",750,0.0644145204956985
427,"Random Survival Forest, random oversampler",750,0.0617234406842376
428,"Random Survival Forest, SMOTENC",750,0.0627060525093931
429,Unweighted Cox PH,750,0.0451443657741768
430,"Cox PH, Barlow weights",750,0.0458006212960356
431,"Cox PH, Prentice weights",750,0.0430482935676188
432,"Cox PH, Self-Prentice weights",750,0.0427185101119537
433,"Cox PH Ridge, Barlow weights",750,0.0458006212960356
434,"Cox PH Lasso, Barlow weights",750,0.0458006212960356
435,"Cox PH Elastic Net, Barlow weights",750,0.0458006212960356
436,"Survival Tree, unweighted",750,0.099127348351999
437,"Survival Tree, random oversampler",750,0.1033887938528331
438,"Survival Tree, SMOTENC",750,0.0946538752654264
439,"Random Survival Forest, unweighted",750,0.0665155428884539
440,"Random Survival Forest, random oversampler",750,0.0633392308632734
441,"Random Survival Forest, SMOTENC",750,0.0636834827546738
442,Unweighted Cox PH,750,0.0459045887682467
443,"Cox PH, Barlow weights",750,0.053075535072672
444,"Cox PH, Prentice weights",750,0.0463254659018916
445,"Cox PH, Self-Prentice weights",750,0.0462327543802398
446,"Cox PH Ridge, Barlow weights",750,0.053075535072672
447,"Cox PH Lasso, Barlow weights",750,0.053075535072672
448,"Cox PH Elastic Net, Barlow weights",750,0.053075535072672
449,"Survival Tree, unweighted",750,0.0981491568152323
450,"Survival Tree, random oversampler",750,0.1043536075895547
451,"Survival Tree, SMOTENC",750,0.1163006036651029
452,"Random Survival Forest, unweighted",750,0.0714835930694655
453,"Random Survival Forest, random oversampler",750,0.0679064805202941
454,"Random Survival Forest, SMOTENC",750,0.0674737238917494
455,Unweighted Cox PH,750,0.0518728983777039
456,"Cox PH, Barlow weights",750,0.051879063926704
457,"Cox PH, Prentice weights",750,0.0498211970304405
458,"Cox PH, Self-Prentice weights",750,0.0450777914245793
459,"Cox PH Ridge, Barlow weights",750,0.051879063926704
